digitSize,calcRule,layerCount,trainingSize,hiddenSize,epochSize,modelID,Epoch,Loss,Accuracy,Validation Accuracy
3,minus,1,1,128,100,0,[2.3099052831861706],[0.14764814808633592],[0.1564999988079071]
3,minus,1,1,128,100,0,[2.2530564511617026],[0.15796296314398448],[0.17433333373069762]
3,minus,1,1,128,100,0,[2.1797451404995387],[0.19485185119840834],[0.20933333563804626]
3,minus,1,1,128,100,0,[2.084469484753079],[0.23546296294530233],[0.24399999952316284]
3,minus,1,1,128,100,0,[1.9851708993911743],[0.28037037091785005],[0.30716666293144224]
3,minus,1,1,128,100,0,[1.8906726042429607],[0.3189629629188114],[0.3221666691303253]
3,minus,1,1,128,100,0,[1.8178610951105754],[0.3438148154417674],[0.3458333342075348]
3,minus,1,1,128,100,0,[1.7632361085679795],[0.35988888796170554],[0.37066666507720947]
3,minus,1,1,128,100,0,[1.7089527444839478],[0.3786481489605374],[0.381666668176651]
3,minus,1,1,128,100,0,[1.6609689203898113],[0.39231481464703877],[0.38833333158493044]
3,minus,1,1,128,100,0,[1.6227921131981744],[0.40072222108311123],[0.40183333468437193]
3,minus,1,1,128,100,0,[1.5705027330186632],[0.41892592655287847],[0.4168333349227905]
3,minus,1,1,128,100,0,[1.514022356669108],[0.43446296297179327],[0.4385000019073486]
3,minus,1,1,128,100,0,[1.4491764045291478],[0.45620370403925575],[0.456833336353302]
3,minus,1,1,128,100,0,[1.3788343954086304],[0.4859074071513282],[0.4770000023841858]
3,minus,1,1,128,100,0,[1.3120856685638427],[0.5127962965435452],[0.5168333420753479]
3,minus,1,1,128,100,0,[1.2431661734051174],[0.5450925911267599],[0.5344999976158142]
3,minus,1,1,128,100,0,[1.1860848821004233],[0.5635370376374986],[0.5431666674613953]
3,minus,1,1,128,100,0,[1.1274081648720635],[0.586537038008372],[0.5823333353996277]
3,minus,1,1,128,100,0,[1.0516447622511123],[0.6167592608133952],[0.616666669845581]
3,minus,1,1,128,100,0,[0.9742022972106934],[0.6451111132833692],[0.6634999980926514]
3,minus,1,1,128,100,0,[0.880674076822069],[0.6866296319961548],[0.6979999995231628]
3,minus,1,1,128,100,0,[0.778269982126024],[0.7307037025557624],[0.7351666731834412]
3,minus,1,1,128,100,0,[0.6951704542371961],[0.765148146364424],[0.7551666684150696]
3,minus,1,1,128,100,0,[0.6230913568602668],[0.7998888902664184],[0.813]
3,minus,1,1,128,100,0,[0.5549138658841452],[0.8310740734736125],[0.8351666741371154]
3,minus,1,1,128,100,0,[0.5039715360270606],[0.854555555926429],[0.8458333268165589]
3,minus,1,1,128,100,0,[0.46432092136806913],[0.8658888885180156],[0.8593333282470703]
3,minus,1,1,128,100,0,[0.4218382715119256],[0.8852037027147082],[0.8698333353996277]
3,minus,1,1,128,100,0,[0.39634129667282103],[0.8903518513573541],[0.8865000014305114]
3,minus,1,1,128,100,0,[0.3504765886200799],[0.909314816210005],[0.8996666650772095]
3,minus,1,1,128,100,0,[0.32302343932787575],[0.9186481481128269],[0.9070000057220459]
3,minus,1,1,128,100,0,[0.31566379668977523],[0.9158703694343567],[0.9188333268165588]
3,minus,1,1,128,100,0,[0.2810257654454973],[0.9300925909678142],[0.9121666603088379]
3,minus,1,1,128,100,0,[0.2686043834951189],[0.9319074058002895],[0.9213333353996277]
3,minus,1,1,128,100,0,[0.24861111052831014],[0.9392962956958347],[0.9303333330154419]
3,minus,1,1,128,100,0,[0.23793661455313364],[0.9400925925042894],[0.9356666665077209]
3,minus,1,1,128,100,0,[0.21173770087295107],[0.9507962946361965],[0.9416666560173035]
3,minus,1,1,128,100,0,[0.20377009272575378],[0.9521296299828423],[0.9479999985694886]
3,minus,1,1,128,100,0,[0.1955910386774275],[0.9538703709708319],[0.9494999990463256]
3,minus,1,1,128,100,0,[0.1807700400352478],[0.9577777773009406],[0.9483333382606506]
3,minus,1,1,128,100,0,[0.1724897309144338],[0.959055557039049],[0.9459999980926513]
3,minus,1,1,128,100,0,[0.16740092396736145],[0.9595370365778605],[0.9511666569709778]
3,minus,1,1,128,100,0,[0.16303378935654958],[0.9598703702820672],[0.9513333296775818]
3,minus,1,1,128,100,0,[0.142080379207929],[0.9690740734206306],[0.9574999990463257]
3,minus,1,1,128,100,0,[0.13851611855294968],[0.9690185194545322],[0.962833330154419]
3,minus,1,1,128,100,0,[0.19421148688263362],[0.9442962986628215],[0.9564999899864197]
3,minus,1,1,128,100,0,[0.1273195893963178],[0.9711296302477519],[0.9671666746139527]
3,minus,1,1,128,100,0,[0.11548966966072718],[0.9759629634751213],[0.9633333330154419]
3,minus,1,1,128,100,0,[0.11056204156080882],[0.976944443013933],[0.9651666684150696]
3,minus,1,1,128,100,0,[0.10841723079151577],[0.9769259277449713],[0.9625000014305115]
3,minus,1,1,128,100,0,[0.10871197338898976],[0.9756111122237311],[0.9416666588783265]
3,minus,1,1,128,100,0,[0.10294055656592051],[0.9779444439146254],[0.9644999985694885]
3,minus,1,1,128,100,0,[0.09982869345611996],[0.9775555533303155],[0.9681666688919067]
3,minus,1,1,128,100,0,[0.09459346681833267],[0.9796296289761861],[0.9728333292007446]
3,minus,1,1,128,100,0,[0.08779515484306548],[0.9813888894187079],[0.9719999966621399]
3,minus,1,1,128,100,0,[0.09422708886861801],[0.9776296290291681],[0.9455000085830688]
3,minus,1,1,128,100,0,[0.09815055095487171],[0.9750925932460361],[0.9626666688919068]
3,minus,1,1,128,100,0,[0.08832321912712521],[0.9793703705999587],[0.9738333339691162]
3,minus,1,1,128,100,0,[0.07301794878641764],[0.9854259266853332],[0.9734999980926514]
3,minus,1,1,128,100,0,[0.07167655246125328],[0.9854259237183465],[0.9693333353996277]
3,minus,1,1,128,100,0,[0.08458396739429898],[0.9783333347108629],[0.9665000019073486]
3,minus,1,1,128,100,0,[0.15871666949987412],[0.9528703701761034],[0.952333333492279]
3,minus,1,1,128,100,0,[0.07374470025963253],[0.9843703708648681],[0.9769999966621399]
3,minus,1,1,128,100,0,[0.06376623747746149],[0.9874629630512661],[0.976333333492279]
3,minus,1,1,128,100,0,[0.05738496879736583],[0.9899074096149868],[0.9728333292007446]
3,minus,1,1,128,100,0,[0.061794796493318344],[0.9876296293470594],[0.9788333325386047]
3,minus,1,1,128,100,0,[0.054592002077235115],[0.9901296286582947],[0.9789999976158142]
3,minus,1,1,128,100,0,[0.054532488226890566],[0.9891296275986565],[0.9779999952316284]
3,minus,1,1,128,100,0,[0.05288673935996162],[0.990648148059845],[0.9706666646003723]
3,minus,1,1,128,100,0,[0.05524690069092644],[0.9889629622035556],[0.9779999942779541]
3,minus,1,1,128,100,0,[0.053955228245920604],[0.9885000000529819],[0.9720000019073486]
3,minus,1,1,128,100,0,[0.055991318149699106],[0.9881296298238966],[0.9790000004768371]
3,minus,1,1,128,100,0,[0.05393675074312422],[0.9885370332929823],[0.9719999990463257]
3,minus,1,1,128,100,0,[0.0684242016143269],[0.9822222227520413],[0.9656666626930237]
3,minus,1,1,128,100,0,[0.06664125910070208],[0.9826111103693644],[0.9638333311080932]
3,minus,1,1,128,100,0,[0.05203488765160243],[0.9882777779897054],[0.9759999947547913]
